ID,名刺画像ファイル名（表）,名刺画像ファイル名（裏）,回答日時,テスト回答,Q.01_社員CD（8桁）,Q.02_お客様の主な業界,Q.03_打ち合わせ種類（複数選択可）,Q.04_【打合せ内容】フリー入力,Q.05_【打合せ内容】イメージ図・ポンチ絵,Q.06_【打合せ内容】緊急度（複数選択可）,Q.07_【打合せ内容】営業フォロー担当者（例：支店名＋営業氏名）,Q.08_【案件情報】案件名（ライン名・装置名など）,Q.09_【案件情報】必要時期(見込時期),Q.10_【案件情報】案件種別,Q.11_【案件情報】開発要望（THKに対する新製品の開発要望があればチェックを入れてください。）,Q.12_カタログの請求：総合,Q.13_カタログ請求：要素部品,Q.14_カタログ請求：事業開発,Q.15_カタログ請求：IMT,Q.16_カタログの請求：フリー入力(上記カタログ以外の場合)
670,0008000091_00159_1.jpg,,2025/4/9 15:35,通常回答,11012066,電気/電子部品,要素部品,ランクルのドライブシャフト組立　ナットランナー昇降軸にLMガイドの選定希望,手書きデータ,営業打合せ希望(客先要望),,ランクル製造　ナットランナー昇降（手動）,6ヶ月以内,今回限り,,,,,,
673,0008000091_00160_1.jpg,,2025/4/9 15:35,通常回答,11012066,電気/電子部品,要素部品,ランクルのドライブシャフト組立　ナットランナー昇降軸にLMガイドの選定希望,手書きデータ,営業打合せ希望(客先要望),,ランクル製造　ナットランナー昇降（手動）,6ヶ月以内,今回限り,,,,,,
678,0008000091_00161_1.jpg,0008000091_00161_2.jpg,2025/4/9 15:41,通常回答,11009158,医療,要素部品,"医療向け洗浄、殺菌製造

社内にて扉開閉用に台形ねじを内製。
φ40で全長300L程度を内製。
THK相当DCM
量産数20本/月
作業工数費用こみでコストあえば検討したい。
高山様は実際設計担当ではないので、担当者に、引き継ぎ頂く。",手書きデータ,営業打合せ希望(THK要望),,,1年以内,今回限り,,,,,,台形ねじのカタログはWEBでDL頂くとのこと。
679,0008000091_00162_1.jpg,0008000091_00162_2.jpg,2025/4/9 15:47,通常回答,11093153,一般産業機械,要素部品,面会者　生産部門いたが春から営業兼任、THK工場を客先として紹介して欲しい,手書きデータ,説明員判断でフォローが必要,長岡支店　荒川支店長,,,,,,,,,
681,0008000091_00163_1.jpg,,2025/4/9 15:55,通常回答,11089205,流通(小売・卸売),該当なし,リズムと取り引きあり。挨拶,手書きデータ,挨拶・売込み,,,,,,,,,,
682,0008000091_00164_1.jpg,,2025/4/9 15:57,通常回答,11089205,商社,該当なし,リズムと取り引きあり。挨拶のみ。,手書きデータ,挨拶・売込み,,,,,,,,,,
684,0008000091_00165_1.jpg,,2025/4/9 15:58,通常回答,11089205,一般産業機械,該当なし,挨拶のみ。,手書きデータ,挨拶・売込み,,,,,,,,,,
685,0008000091_00166_1.jpg,,2025/4/9 16:00,通常回答,1189205,一般産業機械,該当なし,挨拶のみ。,手書きデータ,挨拶・売込み,,,,,,,,,,
686,0008000091_00167_1.jpg,,2025/4/9 16:01,通常回答,1189205,一般産業機械,該当なし,挨拶のみ。,手書きデータ,挨拶・売込み,,,,,,,,,,
687,0008000091_00168_1.jpg,,2025/4/9 16:02,通常回答,1189205,一般産業機械,該当なし,挨拶のみ,手書きデータ,挨拶・売込み,,,,,,,,,,
688,0008000091_00169_1.jpg,,2025/4/9 16:04,通常回答,11089205,一般産業機械,PRS･TNH,TNHの吸着無しタイプガイド欲しい時があった。,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
689,0008000091_00170_1.jpg,,2025/4/9 16:06,通常回答,1189205,一般産業機械,該当なし,入社2年目、勉強の為に来場,手書きデータ,挨拶・売込み,,,,,,,,,,
690,0008000091_00171_1.jpg,,2025/4/9 16:08,通常回答,1189205,一般産業機械,該当なし,入社、2年目勉強の為に来場,手書きデータ,挨拶・売込み,,,,,,,,,,
691,0008000091_00172_1.jpg,,2025/4/9 16:08,通常回答,11024061,その他,要素部品/アクチュエータ,物流や印刷業界の方との繋がりがあり、THKのブースを見てきて良い製品あれば教えて欲しいとの依頼があったとのことで来展。おおまかなラインナップをガイド、アクチュエータを中心に紹介。依頼があれば連絡を入れるとのこと。,手書きデータ,カタログ希望、情報収集/挨拶・売込み,,,,,,,,,,
692,0008000091_00173_1.jpg,,2025/4/9 16:09,通常回答,11089205,一般産業機械,該当なし,入社して2年目、勉強の為に来場,手書きデータ,挨拶・売込み,,,,,,,,,,
693,0008000091_00174_1.jpg,,2025/4/9 16:10,通常回答,1189205,商社,該当なし,検査機の売り込み,手書きデータ,挨拶・売込み,,,,,,,,,,
694,0008000091_00175_1.jpg,,2025/4/9 16:12,通常回答,11089205,輸送機器（自動車等）,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/PRS･TNH,"TNHに興味あり。
ロケーターの使用実績あり",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
696,0008000091_00176_1.jpg,,2025/4/9 16:13,通常回答,1189205,輸送機器（自動車等）,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/PRS･TNH,"TNHに興味あり
ロケーターの使用実績あり
",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
697,0008000091_00177_1.jpg,,2025/4/9 16:15,通常回答,11020519,商社,アクチュエータ/VTS･GLM,,手書きデータ,カタログ希望、情報収集/挨拶・売込み,,,,,,,,,,
698,0008000091_00178_1.jpg,,2025/4/9 16:15,通常回答,1189205,半導体/液晶,該当なし,転職の為、勉強中,手書きデータ,挨拶・売込み,,,,,,,,,,
699,0008000091_00179_1.jpg,,2025/4/9 16:18,通常回答,11089205,一般産業機械,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/PRS･TNH,ワークの搬送装置を検討する可能性あり,手書きデータ,挨拶・売込み,,,,,,,,,,
700,0008000091_00180_1.jpg,,2025/4/9 16:18,通常回答,11023109,その他,該当なし,"工場や施設について、市に作りませんかという逆営業でした。
開発部門の仕事ではないと判断し、フォローアップさせていただきます。",手書きデータ,挨拶・売込み,,,,,,,,,,
701,0008000091_00181_1.jpg,,2025/4/9 16:20,通常回答,11089205,一般産業機械,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/PRS･TNH,"検査機を検討する可能性あり
部品搬送部",手書きデータ,挨拶・売込み,,,,,,,,,,
704,0008000091_00182_1.jpg,,2025/4/9 16:23,通常回答,"11089205
",輸送機器（自動車等）,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ)/PRS･TNH,"ロボット興味あり。
TNH.MRの話しをした
",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
705,0008000091_00183_1.jpg,,2025/4/9 16:23,通常回答,11012066,一般産業機械,要素部品,"自動車整備リフトアタッチメントの電動化

自動車のリフトの四隅には高さ調整用の台形ねじがついている。
ここの電動化について。
各1tで４tの昇降。
昇降ユニットやスルードライブを紹介したが、従来のリフトにはアーム部と干渉してしまい使えない。
とはいえモーターをつける以上は設計変更は避けられないか。

",手書きデータ,説明員判断でフォローが必要,名古屋　芹澤,自動車整備リフトアタッチメントの電動化,6ヶ月以内,開発（試作）,開発要望あり,,,,,
706,0008000091_00184_1.jpg,,2025/4/9 16:24,通常回答,11089205,一般産業機械,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"ピエゾを使用した事あり
継続フォローでユニットチャンスあり",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
707,0008000091_00185_1.jpg,0008000091_00185_2.jpg,2025/4/9 16:25,通常回答,11009158,FAロボット製造業,要素部品/アクチュエータ,"アクチュエータ紹介、KR興味あり、総合カタログ希望有
くるくるKRで剛性面を差別化
SHSニップル説明、15番手でグラースガンHノズルで対応したい。
他のサイズと同じノズルのままグリース封入できれば、効率良し。→LD継ぎ手紹介。
",手書きデータ,営業打合せ希望(THK要望),豊田支店,現状設計案件なし。,それ以降,今回限り,,電動ｱｸﾁｭｴｰﾀ総合ｶﾀﾛｸﾞ / 612J/ﾕﾆｯﾄｿﾘｭｰｼｮﾝ総合ｶﾀﾛｸﾞ / 427-4,,,,"ユニットカタログは営業判断で提供希望。
過去ユニット検討の実績アリの為。"
708,0008000091_00186_1.jpg,,2025/4/9 16:25,通常回答,11024544,その他,SIGNAS,今後工場の改修があった際に運搬を自動化したいというニーズがあるため情報収集,手書きデータ,挨拶・売込み,,,,,,,,,,
712,0008000091_00187_1.jpg,0008000091_00187_2.jpg,2025/4/9 16:28,通常回答,11096201,輸送機器（自動車等）,アクチュエータ,,手書きデータ,カタログ希望、情報収集,,,,,,,,,,豊田支店　石澤さん　担当
728,0008000091_00188_1.jpg,,2025/4/9 16:37,通常回答,11092184,一般産業機械,要素部品,,手書きデータ,挨拶・売込み,,,,,,,,,,
731,0008000091_00189_1.jpg,,2025/4/9 16:51,通常回答,11023109,一般産業機械,要素部品,"CWGの検討の余地あり。
岩山さん的にはHCRの方がいいとのこと。
お客さん的にはCWGがいいとのこと。


溝研削の、360Rは可能か安藤CPに確認したい",手書きデータ,説明員判断でフォローが必要,AE部　岩山さん,,,,,,,,,
732,0008000091_00190_1.jpg,,2025/4/9 16:52,通常回答,11022121,その他,要素部品,"SPS紹介。ダイナスのチラシ送る。
川重edge佐藤さんの隣の席。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
733,0008000091_00191_1.jpg,,2025/4/9 17:00,通常回答,11093153,工作機械,要素部品,設計者4名で周辺装置改造行っている。購入先不明,手書きデータ,挨拶・売込み,,,,,,,,,,
735,0008000091_00192_1.jpg,,2025/4/10 10:11,通常回答,11023080,FAロボット製造業,要素部品,"シリンダの案内としてリニアブッシュを使用しているそうで、従来のとめわを使った組み立てが手間と感じていたとのこと。
圧入タイプリニアブッシュを紹介し、検討したいとのことでした。",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
736,0008000091_00193_1.jpg,0008000091_00193_2.jpg,2025/4/10 10:23,通常回答,11011067,一般産業機械,アクチュエータ,"メッキの会社で機械加工も行っている。
本日は情報収集のため来場した。特に案件なし。
KR -RLに興味あり。後日カタログ発送。",手書きデータ,カタログ希望、情報収集,,,,,,,,,LMｶﾞｲﾄﾞｱｸﾁｭｴｰﾀ KR-RL 左右ねじ仕様 / L-68,
737,0008000091_00194_1.jpg,,2025/4/10 10:26,通常回答,11024521,半導体/液晶,要素部品/アクチュエータ,,手書きデータ,カタログ希望、情報収集,,,,,,電動ｱｸﾁｭｴｰﾀ総合ｶﾀﾛｸﾞ / 612J,,,PC/DSP紹介ﾘｰﾌﾚｯﾄ / L-53,新東工業のサーボシリンダーを使用していて、特に困り事や不満点はなし。
738,0008000091_00195_1.jpg,,2025/4/10 10:27,通常回答,11023080,一般産業機械,要素部品,"LMガイドを普段から数多く使用していただいているようで、今回は新人教育のために来場いただいたとのこと。
セミナーの案内を渡しました。",手書きデータ,挨拶・売込み,,,,,,,,,,
739,0008000091_00196_1.jpg,,2025/4/10 10:27,通常回答,11020103,一般産業機械,アクチュエータ,"ロボット走行軸にてアクチュエーター検討中
GL20 MRT紹介。
選定ご案内OK",手書きデータ,営業打合せ希望(THK要望),豊田支店　谷口英斗,,3ヶ月以内,今回限り,,,,,,MRT
740,0008000091_00197_1.jpg,,2025/4/10 10:29,通常回答,11021074,一般産業機械,アクチュエータ/ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"パレタイジング検討
15kg過般
サイズ感500角程度
打合せ希望",手書きデータ,営業打合せ希望(客先要望),,,,今回限り,,,,,,
743,0008000091_00198_1.jpg,,2025/4/10 10:34,通常回答,11089121,輸送機器（自動車等）,要素部品/OMNIedge/VTS･GLM,"豊橋東TPM(保全)
無人工場善明を皮切りに各工場展開
テーマ　突発故障防ぐ→edge紹介
カーボンニュートラルエアー減らす

巻線機CR CR故障少ない",手書きデータ,説明員判断でフォローが必要,豊田支店　渡邉泰司担当ユーザー,,,,,,,,,
746,0008000091_00199_1.jpg,,2025/4/10 10:39,通常回答,11020070,一般産業機械,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"情報収集にて来場
設計から対応できるユニットに非常に興味を示された。
ステージの需要が考えられるため担当営業にフォローいただきたい。",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
747,0008000091_00200_1.jpg,,2025/4/10 10:43,通常回答,11086712,輸送機器（自動車等）,要素部品,新人1年目　勉強のため来場,手書きデータ,カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,,,,
748,0008000091_00201_1.jpg,0008000091_00201_2.jpg,2025/4/10 10:43,通常回答,11011090,一般産業機械,SIGNAS,"プレス部品の製造メーカー。
省人化に取り組もうとしているが搬送系はあまり見ておらずSIGNASに興味持っていただく。
サインポストでの簡単なルート設定が出来ることがメリットに感じていただける。
動画をとられ、上司にも話をしてみるとのこと。概算価格を知りたいとの要望あり。
リーフレットは配布済み。",手書きデータ,営業打合せ希望(THK要望),,,それ以降,開発（試作）,,,,,,
750,,,2025/4/10 10:46,通常回答,11024521,輸送機器（自動車等）,アクチュエータ,,手書きデータ,カタログ希望、情報収集,,,,,,,,,PC/DSP紹介ﾘｰﾌﾚｯﾄ / L-53,
751,0008000091_00203_1.jpg,0008000091_00203_2.jpg,2025/4/10 10:48,通常回答,11021059,医療,該当なし,"介護用機器の開発を検討中
ATGを使用できそう
5月に仕様図が出来上がるのでそれを持って打ち合わせをしたいとのこと",手書きデータ,営業打合せ希望(客先要望),,,1年以内,開発（試作）,,,,ﾕｰﾃｨﾘﾃｨｽﾗｲﾄﾞ ATG / C-06-1/Advanced Wheel Guide (AWG) / C-10-1,,
752,,,2025/4/10 10:48,通常回答,11004079,輸送機器（自動車等）,要素部品/アクチュエータ,昔は設備関係の設計をしていたが、今はモビリティ関係の部署になったのでロボットを使う事が多い。ミニチュアの直動用途もあるとの事だったのでEPFや AHRを紹介。,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
754,0008000091_00205_1.jpg,,2025/4/10 10:49,通常回答,11023080,一般産業機械,要素部品,"LMガイド、ボールねじを普段から使用いただいているとのこと。
新入社員の教育として来場頂いたとのことで、セミナーのご案内",手書きデータ,挨拶・売込み,,,,,,,,,,
755,0008000091_00206_1.jpg,,2025/4/10 10:51,通常回答,11090010,一般産業機械,要素部品,"ベンダー機の製造メーカー
過去に小ストロークなよる潤滑不良がボールねじを破損させるトラブルを経験している、
HBNが三箇所給脂出来る構造と紹介させて頂きました。
最近は油圧を使う事が多くなっているが、今後の使用を検討して頂ける。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
756,0008000091_00207_1.jpg,,2025/4/10 10:53,通常回答,11089121,一般産業機械,アクチュエータ,"制御設計担当。
物流展でAMR(Oasis?)見て、近々インテックスと打合せ予定との事",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
757,0008000091_00208_1.jpg,,2025/4/10 10:53,通常回答,11090010,一般産業機械,要素部品,"ベンダー機の製造メーカー
過去に小ストロークなよる潤滑不良がボールねじを破損させるトラブルを経験している、
HBNが三箇所給脂出来る構造と紹介させて頂きました。
最近は油圧を使う事が多くなっているが、今後の使用を検討して頂ける。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
760,0008000091_00209_1.jpg,,2025/4/10 10:56,通常回答,11090160,一般産業機械,要素部品,"5軸加工機を検討。200角のワークを加工
軽金属を加工
",手書きデータ,説明員判断でフォローが必要,以前に金沢支店で打ち合わせ実績あり,,,,,,,,,
761,0008000091_00210_1.jpg,,2025/4/10 10:58,通常回答,11090010,一般産業機械,要素部品,"リーク部の案内にLMガイドを使用する。
ユーザーがその部位の変位を気にしているので、変位解析を依頼したい。",手書きデータ,説明員判断でフォローが必要,,リークテスター,3ヶ月以内,開発（試作）,,,,,,
763,0008000091_00211_1.jpg,0008000091_00211_2.jpg,2025/4/10 11:04,通常回答,11086712,一般産業機械,要素部品,"連絡して訪問希望
ガイド挿入時ボールが脱落する",手書きデータ,営業打合せ希望(THK要望),,,,,,,,,,
764,0008000091_00212_1.jpg,,2025/4/10 11:05,通常回答,11021074,輸送機器（自動車等）,要素部品/アクチュエータ,"工程改善の方で現場からの要望でたまに設計ふるが、年に数回あるかないか
アクチュエータは基本IAI",手書きデータ,挨拶・売込み,,,,,,,,,,
765,0008000091_00213_1.jpg,,2025/4/10 11:08,通常回答,11090185,一般産業機械,要素部品,"同社主力製品であるポンプの社内加工設備の設計・開発をご担当。
現在もTHK製LMガイドをご使用中だが、レール取付穴はキャップ等無しの状態でご使用されており、清掃・防塵に課題をお持ちとのこと。
→各種Cキャップ類やプレートカバーをご紹介。
現状の設備に対するCキャップの追加装着や、メンテナンス時にプレートカバータイプのLMガイドへの変更をご検討いただけるとのこと。",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
766,0008000091_00214_1.jpg,,2025/4/10 11:09,通常回答,11019158,一般産業機械,要素部品,普段シンヨウ工機に設備をお願いする。今日は剛性を上げる改善として見に来ていた。番手を大きく変えずに変更したい。,手書きデータ,説明員判断でフォローが必要,,,,,,,世界標準LMｶﾞｲﾄﾞ HSR / 440,,,
769,0008000091_00215_1.jpg,,2025/4/10 11:16,通常回答,11090010,一般産業機械,要素部品,"レーザー加工機の開閉扉に使用するLMガイドについて、担当の當林さんと商談中。
１００kgはHSRの使用を検討
300kg扉は3700ミリストローク。3ミリのたわみが発生
AWGにも興味がある。→対荷重が心配と伝えています。",手書きデータ,カタログ希望、情報収集,,,1年以内,,,,,,,
770,0008000091_00216_1.jpg,,2025/4/10 11:17,通常回答,11022121,その他,SIGNAS,"まだ先だがAGVの導入検討している。
サインポストシステムと試走に関心を示していた。",手書きデータ,営業打合せ希望(THK要望),,,それ以降,,,,,,,
771,0008000091_00217_1.jpg,,2025/4/10 11:17,通常回答,11022121,その他,SIGNAS,"まだ先だがAGVの導入検討している。
サインポストシステムと試走に関心を示していた。",手書きデータ,営業打合せ希望(THK要望),,,それ以降,,,,,,,
772,0008000091_00218_1.jpg,,2025/4/10 11:17,通常回答,11022121,その他,SIGNAS,"まだ先だがAGVの導入検討している。
サインポストシステムと試走に関心を示していた。",手書きデータ,営業打合せ希望(THK要望),,,それ以降,,,,,,,
773,0008000091_00219_1.jpg,,2025/4/10 11:17,通常回答,11004079,一般産業機械,OMNIedge,ちょうどDX関係の取り組みに着手し始めたところ。OMNIedge紹介したら興味ありにて資料欲しいとの要望,手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,1年以内,,,,,,,
774,0008000091_00220_1.jpg,0008000091_00220_2.jpg,2025/4/10 11:18,通常回答,11093153,医療,要素部品,"地域中小企業団体のコーディネーター。リハビリ機器構想でＲＡ単品カタログ希望。φ50程度、薄型希望。
他軽量、安価品情報欲しい",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,ＲＡクロスローラーリング単品カタログ
775,0008000091_00221_1.jpg,,2025/4/10 11:18,通常回答,11023080,工作機械,要素部品,"木工関係の工作機を製造しているとのこと。
レールにこびりつく粉塵に困っているようで、防塵オプションをご説明しました。
（Lacs等）",手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
777,0008000091_00222_1.jpg,,2025/4/10 11:25,通常回答,11823109,FAロボット製造業,要素部品/アクチュエータ,"200kgの重さのものを持ち上げたい。
今はメンテナンスしづらくてメンテや効率も悪い。ポン置きできるユニットとして導入できるのはメリット。
価格などご相談する予定。
",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,,,,,
778,0008000091_00223_1.jpg,,2025/4/10 11:31,通常回答,11020103,輸送機器（自動車等）,ﾕﾆｯﾄ(精密ｽﾃｰｼﾞ・ﾋﾟｴｿﾞｽﾃｰｼﾞ),"パラタイズユニット検討中
豊田支店　谷口対応します",手書きデータ,営業打合せ希望(THK要望),豊田支店　谷口,APS6ラインに検討中,それ以降,開発（試作）,,,,,,
779,0008000091_00224_1.jpg,0008000091_00224_2.jpg,2025/4/10 11:31,通常回答,11011090,電気/電子部品,要素部品/OMNIedge/VTS･GLM,"ライン保全担当者。
ラインの中でLMガイドのブロックのみ抜き取り別のレールに移す工程があり、そのようなことに対応できるLMガイドの要望有り。
ガイド単品だと難しいがVTSであれば対応可能と伝えて興味持って頂く。
また予兆保全にも取り組みたいとのことだったので、FA中井さんに引き継ぎオムニエッジも紹介実施し、非常に興味みもっていただく。",手書きデータ,営業打合せ希望(THK要望),,,それ以降,,,,,,,
781,0008000091_00225_1.jpg,,2025/4/10 11:33,通常回答,11023109,輸送機器（自動車等）,要素部品,"AWG、ATGについて、試験機に使えるかもしれない。カタログの配布をした。
",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
784,0008000091_00226_1.jpg,,2025/4/10 11:37,通常回答,11090010,その他,要素部品,"産業用プリンターが大型化高速化。
高加減速をかなえられるＡＨＲを紹介しました。",手書きデータ,カタログ希望、情報収集,,,それ以降,,,,,,,
785,0008000091_00227_1.jpg,,2025/4/10 11:37,通常回答,11089121,一般産業機械,アクチュエータ,"デンソー向け、TOYOTA向け設備
名古屋田村担当",手書きデータ,説明員判断でフォローが必要,,名古屋支店　田村担当,,,,,,,,
786,0008000091_00228_1.jpg,0008000091_00228_2.jpg,2025/4/10 11:38,通常回答,11086712,その他,アクチュエータ,"pc
KSFに興味あり",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
787,0008000091_00229_1.jpg,,2025/4/10 11:39,通常回答,11022121,その他,SIGNAS,"自動車のシートやその部品(PP箱)(24kg)程を運ぶ工場。事例を知りたい。
シグナスもともと知っていたが、ムジンとかの他社とも比較検討している。",手書きデータ,営業打合せ希望(THK要望),,,,,,,,,,
788,0008000091_00230_1.jpg,,2025/4/10 11:39,通常回答,11023109,一般産業機械,要素部品,"ATG、AWGについて、グリス充填用機械に使えないかと興味あり。
メンテナンス関係で収めたユーザから設計的にグリス給脂方向が難しいとの意見はもらった。
",手書きデータ,カタログ希望、情報収集,,,,,,,,,,
793,0008000091_00231_1.jpg,,2025/4/10 11:44,通常回答,11004079,電気/電子部品,要素部品,特殊長さのガイド作れるかの話があったので対応できる事を説明。ロールtoロールの設備のたわみを測定する機器を作っている。精度も必要なのでLMガイド用途あり。番手は12番あたり,手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,高加減速対応 低摺動 ﾐﾆﾁｭｱLMｶﾞｲﾄﾞ (形番:AHR) / 442,,,
794,0008000091_00232_1.jpg,,2025/4/10 11:44,通常回答,11004079,電気/電子部品,要素部品,特殊長さのガイド作れるかの話があったので対応できる事を説明。ロールtoロールの設備のたわみを測定する機器を作っている。精度も必要なのでLMガイド用途あり。番手は12番あたり,手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,高加減速対応 低摺動 ﾐﾆﾁｭｱLMｶﾞｲﾄﾞ (形番:AHR) / 442,,,
795,0008000091_00233_1.jpg,,2025/4/10 11:45,通常回答,11004079,電気/電子部品,要素部品,特殊長さのガイド作れるかの話があったので対応できる事を説明。ロールtoロールの設備のたわみを測定する機器を作っている。精度も必要なのでLMガイド用途あり。番手は12番あたり,手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,高加減速対応 低摺動 ﾐﾆﾁｭｱLMｶﾞｲﾄﾞ (形番:AHR) / 442,,,
796,0008000091_00234_1.jpg,,2025/4/10 11:45,通常回答,11022121,その他,SIGNAS,,手書きデータ,説明員判断でフォローが必要,,,,,,,,,,
797,0008000091_00235_1.jpg,,2025/4/10 11:47,通常回答,11004079,電気/電子部品,要素部品,特殊長さのガイド作れるかの話があったので対応できる事を説明。ロールtoロールの設備のたわみを測定する機器を作っている。精度も必要なのでLMガイド用途あり。番手は12番あたり,手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,直動総合ｶﾀﾛｸﾞ / 515J,高加減速対応 低摺動 ﾐﾆﾁｭｱLMｶﾞｲﾄﾞ (形番:AHR) / 442,,,
803,0008000091_00236_1.jpg,,2025/4/10 11:51,通常回答,11093153,一般産業機械,要素部品,,手書きデータ,カタログ希望、情報収集,,,,,,,,,,
814,,,2025/4/10 11:57,通常回答,11020096,その他,要素部品,"LMHBについて興味あり
カタログの送付とどのくらい組み付けタイムが縮められるか具体的な数値がたれば知りたい。
浜松支店、多田様が担当。",手書きデータ,カタログ希望、情報収集,,,それ以降,今回限り,,,圧入組付けﾀｲﾌﾟ ﾘﾆｱﾌﾞｯｼｭ LMHB / 433,,,
819,0008000091_00238_1.jpg,,2025/4/10 11:57,通常回答,11024521,電気/電子部品,アクチュエータ/VTS･GLM,,手書きデータ,カタログ希望、情報収集,,,,,,,,,PC/DSP紹介ﾘｰﾌﾚｯﾄ / L-53,
820,0008000091_00239_1.jpg,,2025/4/10 11:58,通常回答,11024521,電気/電子部品,アクチュエータ/VTS･GLM,,手書きデータ,カタログ希望、情報収集,,,,,,,,,PC/DSP紹介ﾘｰﾌﾚｯﾄ / L-53,
822,0008000091_00240_1.jpg,,2025/4/10 11:58,通常回答,11087023,一般産業機械,要素部品,省力化装置を作りたいため、近いうち訪問希望,手書きデータ,営業打合せ希望(客先要望),,,6ヶ月以内,,,,,,,
824,0008000091_00241_1.jpg,0008000091_00241_2.jpg,2025/4/10 12:02,通常回答,11086712,商社,SIGNAS,"ティア2の樹脂会社に検討
予算800万、SIGNASは400万位回答
デモ希望　連絡ほしいとのこと",手書きデータ,営業打合せ希望(客先要望),豊田支店　FA石澤さん,,,,,,,,,
825,0008000091_00242_1.jpg,,2025/4/10 12:05,通常回答,11023080,一般産業機械,要素部品,社内設備のターンテーブルの設計時に複列アンギャラ球軸受をつかっていたため、装置のテーブルまでの寸法が高くなってしまったとのことで、コンパクトに使用可能なクロスローラーリングのご紹介をしました。,手書きデータ,挨拶・売込み,,,,,,,,,,
826,0008000091_00243_1.jpg,,2025/4/10 12:06,通常回答,11023109,食品/薬品/化粧品,要素部品/アクチュエータ,"スルードライブを社内設備に使えないかとのことで、事例などを紹介。

担当者に連絡するかもということで、名刺交換した。",手書きデータ,カタログ希望、情報収集/挨拶・売込み,,,,,,,,,,
827,0008000091_00244_1.jpg,,2025/4/10 12:06,通常回答,11089121,一般産業機械,アクチュエータ,"社内搬送工程新ラインでIAI多用
今年夏から本稼動だがIAI寿命懸念あり、1年持つか検証",手書きデータ,説明員判断でフォローが必要/カタログ希望、情報収集,,,,,,電動ｱｸﾁｭｴｰﾀ総合ｶﾀﾛｸﾞ / 612J,,,,"
アクチュエータ総合カタログ、ALKパンフ送る
"
828,,,2025/4/10 12:06,通常回答,11024544,輸送機器（自動車等）,アクチュエータ/該当なし,次期ラインに向けアクチュエーター、LMHBご紹介,手書きデータ,挨拶・売込み,小牧支店　大湯,,,,,,,,,
829,0008000091_00246_1.jpg,,2025/4/10 12:08,通常回答,11024080,一般産業機械,要素部品,"光学検査装置設計
ミニチュアアクチュエータをお使いになられてる。
今後、自動光学検査装置設計予定",手書きデータ,営業打合せ希望(THK要望),大阪支店,,6ヶ月以内,今回限り,,,,,,
830,0008000091_00247_1.jpg,,2025/4/10 12:10,通常回答,11089121,一般産業機械,要素部品,"ロボットローダーほか
競合IKOあり
GKガイドご紹介",手書きデータ,説明員判断でフォローが必要,豊田支店　渡邉泰司担当ユーザー,,,,,,,,,
